0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-633.28925,65.72415,-8.518345,18.115553,3.9322014,0.9281504,-9.022242,-2.488058,-15.877559,0.70693743,-1.8005035,-4.57729,1.7651986,-2.4531698,-3.5189884,4.4240766,-8.867487,-1.8868933,-0.44078177,-1.1058433,-6.677104,0.2917357,-3.8895004,-5.411757,-0.5562108,-1.0995038,-3.4368567,-0.76512,-3.4980836,-1.4871846,-1.261764,-3.8377888,-1.2772318,-3.4032125,-2.6458862,-2.0782738,-0.6616236,-2.5255296,-1.8682109,-1.5070451,3
-658.4322,65.384056,-5.4914937,16.014954,-1.2058164,2.7714934,-8.507574,-4.5696077,-16.36023,-0.87571967,0.081992805,-4.886556,-0.012598873,-2.3859553,-2.2444885,2.9953601,-7.9969883,-0.9319175,-1.8569984,-2.5738935,-5.659995,-1.5407237,-2.6919713,-3.6085613,-2.50507,-0.5077438,-4.976646,0.97960466,-2.3661082,-1.1290843,-2.0466776,-2.814837,-1.9345356,-4.279485,-3.0581036,-2.4372292,-1.1014274,-1.8073479,-3.0250907,-2.8362901,3
-655.48895,61.025352,-3.5480022,22.194187,-1.1883574,4.129453,-6.1102424,-2.8522472,-16.700535,-0.533943,-2.2742128,-1.9032724,0.10235558,-1.9600532,-2.8149903,3.0045598,-8.880486,-0.8976905,-2.4134264,-1.5916623,-6.33235,-0.83444417,-3.0476594,-3.9736137,-3.0065913,0.25062394,-6.283207,0.26971626,-3.681755,-0.9063543,-2.6148307,-2.5375876,-2.3069844,-3.5110717,-3.1157942,-2.5382855,-1.5136963,-3.1690195,-3.7613285,-2.705262,3
-599.2603,53.03303,-9.835301,9.400464,-4.984408,2.4055347,-15.529392,-5.460141,-14.301752,-5.9365935,-3.5333858,-4.3907743,-4.3654656,-1.5383685,-8.807534,1.0288935,-9.068213,-1.5278406,-4.0946646,-3.8563762,-6.21353,-2.2910793,-4.523396,-4.0652385,-3.572218,-1.4731753,-1.9646493,2.5405438,1.1493591,0.7083242,-1.8126211,-1.92672,-1.1382729,0.8197655,1.8378035,4.7251444,3.0049708,0.050010778,-0.68170655,-1.3618714,3
-562.0607,57.960217,-14.572983,8.499009,-0.51714855,0.9797683,-13.849385,-4.981937,-16.98635,-5.105052,1.0943602,-5.885642,-3.476395,-0.3097698,-7.4308715,2.0672905,-8.450037,-4.948274,-3.269485,-4.0291934,-6.613687,-3.827366,-3.6192737,-4.4810076,-2.0736856,0.83655787,-3.898663,0.47017345,-0.39625764,-2.8752215,-0.31278062,1.2518334,1.4996699,0.6080726,0.25378227,3.5085654,4.9563103,4.583823,2.3368316,-0.68274474,3
-520.3402,51.734226,-13.902369,11.455584,-3.7174704,1.2721246,-13.747871,-6.045549,-20.91403,-2.0454414,-2.6876469,-6.642311,-2.1880314,-1.7522969,-8.877754,3.4603057,-11.0291,-2.5802705,-3.468945,-3.8209364,-7.801508,-1.8272463,-5.2093077,-5.103585,-4.3227725,-2.913082,-5.791356,-1.9371231,-4.8120093,-2.2524586,0.11501379,-0.74477154,2.2755826,0.3797129,1.0261661,1.1606131,3.6587715,1.659081,1.6119219,1.6541954,3
-542.0526,53.76937,-13.055049,10.910486,-5.0324483,0.46886,-13.458607,-6.1140776,-20.551691,-3.9812691,-4.728508,-4.2591014,-2.8167744,-0.49057728,-9.85381,2.0156498,-10.239017,-4.2125754,-3.8486767,-2.1214235,-8.785083,-2.1566389,-4.7321453,-6.112383,-4.55065,-1.7459958,-6.7226887,-2.186199,-3.922066,-3.401309,-2.4591184,-2.4577212,-2.3747513,0.81295437,0.118830286,2.980113,2.0995548,0.6069371,1.3612049,1.4943573,3
-683.20245,64.19206,-5.312212,17.506668,3.6005025,0.24983941,-5.4800806,-5.7782393,-13.780032,-1.8731568,-6.669735,0.53792316,-2.9064384,-4.528824,-3.622886,0.18542573,-6.779685,-3.5078306,-4.000485,-0.09534583,-7.448489,-1.9497122,-2.9123034,-4.819824,-2.1237094,-1.8956506,-4.4187827,-1.5390553,-2.1140833,-2.356284,-1.9695324,-2.691748,-2.0271404,-2.8797636,-4.0037975,-3.4635017,-1.6596286,-3.014308,-3.0922477,-3.5243015,4
-701.56006,69.031425,-4.603005,19.982515,5.1456695,2.8172991,-2.9992054,-4.544088,-13.206762,-2.7791665,-4.324742,0.38781065,-3.9736662,-1.4233868,-2.5529175,0.7821705,-5.2004867,-1.4111532,-2.754581,0.86774665,-7.4188485,-0.6187265,-1.745817,-4.148277,-1.640157,-1.3197066,-3.9410107,-1.3161418,-3.2215655,-1.6208293,-1.4037966,-2.7416766,-2.297583,-2.606176,-3.7957501,-1.2452992,-1.5468595,-3.0362155,-3.0337718,-3.5481646,4
-737.8208,63.719105,-6.7231627,17.260979,3.4342017,1.2963086,-4.6877985,-4.737524,-13.668508,-1.2814249,-3.3753452,0.853293,-3.3152452,-1.5165749,-4.3796782,1.213136,-5.872682,-5.0944467,-1.6426287,0.30065563,-6.8236537,-1.6719908,-3.2637746,-4.300787,-1.8053579,-0.78944325,-2.8697903,-0.26225322,-2.957106,-0.17881092,-2.1107361,-4.078192,-1.2710011,-1.9729286,-2.5508351,-1.478174,-0.20573348,-2.7743082,-3.571217,-3.4769084,4
-714.01306,62.778355,-2.470313,18.734161,2.9632785,2.8076172,-1.616526,-4.776803,-14.829914,-1.5229356,-4.6870093,-0.34512404,-2.0091918,-2.2977095,-4.171296,3.2546556,-4.4318223,-3.2437904,-2.5414002,0.5619633,-7.1203322,-1.6073918,-2.2822266,-3.4901595,-2.0580673,-0.72523665,-4.229754,-2.577114,-2.054606,-0.43538332,-1.3468075,-2.1021762,-1.5182184,-3.0519273,-3.5520113,-2.2572548,-1.5403148,-2.2559278,-2.1185908,-3.1445377,4
-672.3876,65.97701,-2.614009,20.291708,4.434065,1.4282986,-4.0645266,-4.4724865,-12.276544,1.1798564,-4.945624,-0.30973715,-2.2580724,-3.1817267,-3.1184087,2.5532002,-6.2805014,-1.9950379,-3.490836,0.520465,-5.543385,-0.72225916,-2.5789871,-4.8503747,-1.919747,-1.0540155,-3.2991996,0.21182932,-1.3378667,-0.70451134,-2.258703,-1.5733637,-2.47143,-2.4647589,-3.2956655,-2.034222,-1.3807137,-3.4197688,-2.0564597,-3.9795148,4
-629.6697,54.06199,-8.033521,13.59357,0.69216365,-0.6965383,-11.472991,-4.470562,-17.667389,-2.06021,-4.4114814,-4.928477,-1.5165756,-3.2445664,-6.5793962,2.5038838,-10.178605,-2.5224533,-1.4554917,-2.1083844,-6.9195085,-1.774112,-7.2643027,-3.9099267,-3.6760292,-1.7140236,-4.3511276,-2.6862693,-2.1328015,-1.8868595,-2.2636566,-3.5957837,-2.7710533,-2.6765504,-3.1068997,0.14253435,0.12017994,-2.4626834,-2.5450454,-2.52922,4
-622.2929,57.91869,-8.625646,16.57276,1.1600262,-0.050725333,-9.405026,-6.8189955,-20.81467,-2.7040076,-4.306639,-5.389666,-1.341537,-4.050905,-5.153081,2.6327085,-7.786013,-3.717966,-3.6002204,-2.023475,-7.8380876,-3.6570513,-2.815304,-5.995181,-4.610926,-1.2697827,-6.525916,-1.8360746,-3.142183,-2.2353747,-2.9989712,-3.0862608,-2.8066325,-3.3633533,-3.432,-2.955772,-0.1279135,-1.1692897,0.028373765,-0.85298926,4
-608.60425,54.71659,-7.9656806,17.140224,-1.4099674,0.49652952,-10.490939,-5.516089,-19.170322,-0.8281591,-4.198881,-3.4471607,-2.0086725,-4.161927,-5.9967337,3.1814864,-9.635053,-3.0273385,-4.071035,-1.6825469,-7.791848,-1.5351621,-3.1826391,-5.3420863,-3.493348,-1.0597495,-5.9919124,-0.26650655,-4.6606007,-1.1922017,-3.113714,-3.093602,-3.4104626,-3.6540596,-3.4793963,-2.6016886,-0.91450274,-3.0680985,-2.5107648,-2.6469572,4
-548.76227,46.319263,-9.788859,16.356321,-5.0390477,0.7351743,-7.7213616,1.8093587,-15.568374,-1.8364123,-3.6163583,-2.2004719,-3.0770915,-2.447242,-5.237245,-0.0519778,-7.72938,-0.53572464,-5.0855346,-2.4017875,-6.0772414,-1.9694978,-4.756151,-3.723453,-3.4960938,-1.2259306,-4.82668,1.0860171,-2.0051343,-1.1572149,0.41462722,-0.85500443,-1.6538932,-2.269295,-1.8888173,-0.63738275,-0.7582331,-1.016771,-2.971075,-1.9109683,5
-529.3118,44.449223,-9.717897,12.334527,-7.545106,0.39340857,-10.94873,-4.8148594,-16.705332,-3.1616578,-7.706902,-3.6626956,-6.254751,-2.1794662,-6.9392786,-0.90232795,-10.320997,-0.15543318,-7.028978,-3.0392585,-5.6165442,-1.8160341,-2.8476205,-0.74033624,-2.5459318,0.025755715,-3.2906308,-0.25943434,-2.9834864,-2.2356236,-1.2167506,-2.4756024,-1.9726171,-2.4314907,-1.8538488,0.86038774,0.50831145,2.0373998,0.19600601,0.3470169,5
-573.25104,48.684376,-4.803378,15.071129,-3.5602503,1.245223,-8.190158,-3.8046672,-16.120884,-1.596215,-6.0540643,-2.1980307,-3.0392966,-3.4913244,-3.9631753,0.96684396,-9.058177,-1.5768061,-3.1461053,-3.5855148,-6.9619117,-1.7105606,-3.75888,-4.597448,-3.5571074,-1.9978894,-5.0146575,-1.2825222,-2.4290667,-2.2063582,-0.75286305,-1.7218777,-0.39303094,-1.4382836,-1.9264073,-0.46318504,-0.38338265,-1.156075,-1.6029667,-1.0414412,5
-533.4511,48.038025,-6.6007223,12.272241,-3.5893118,0.022615042,-7.743274,-3.3208604,-18.257689,-2.0466082,-5.350392,-3.200809,-2.111394,-2.9923933,-6.4545126,2.6595204,-10.784195,-0.09247471,-2.9015074,-3.8734913,-7.1134763,0.03230316,-4.942626,-3.1873672,-3.431139,-2.5202298,-5.71293,-1.5078658,-3.0302644,-1.4403532,-0.6636594,-1.4213276,0.38962358,-2.4266253,-2.332479,0.14155048,-0.62538064,0.5631321,-0.9783976,-1.9415321,5
-352.39145,34.605145,-24.718254,5.454364,-15.923453,0.08182832,-17.137016,-9.364392,-17.5464,-4.694194,-9.150953,-1.6811675,-10.1626005,-2.995275,-6.62579,1.6933942,-9.644654,4.010924,0.50407106,5.1002383,2.067292,5.680544,3.3378513,1.5946593,-0.16176374,0.995587,-2.1631541,2.6227574,2.0675144,-1.1132619,0.1961947,-0.9347786,1.9562362,0.049368218,-1.957188,1.6021996,2.5236244,0.6889036,-1.6210791,-1.3826816,5
-372.48404,28.207758,-24.58501,8.979859,-15.888101,0.09841063,-17.567225,-2.8758612,-21.752945,-4.451822,-9.150009,-4.263406,-8.647092,-0.22209758,-8.644796,-0.023698192,-14.180545,-3.287429,-7.893309,-6.0975966,-7.6388197,0.2066443,-2.3448699,2.7675934,4.110225,4.72556,0.70605403,3.4625454,-2.169172,1.0116521,3.8129017,2.039434,-0.37889677,-0.8969217,-1.6758883,1.4913853,2.2183356,0.6648564,-1.1395828,-1.0001551,5
-405.35352,35.194324,-20.922241,9.982712,-11.722637,0.9571274,-16.087242,-5.0229883,-21.305634,-2.4773595,-8.01458,-5.037632,-6.5906005,-1.4742883,-7.4859176,3.3803442,-12.421063,0.3780007,-5.234839,-2.874663,-4.281448,1.3240677,-3.3290668,1.3315858,-0.37800437,2.0337024,-0.44227597,0.9634281,-1.308299,0.9331978,0.96667874,0.85873014,-0.76656616,-0.39345554,-0.538226,2.4607828,2.2353466,2.7114332,1.041945,1.1317947,5
-307.77036,27.79394,-25.707504,2.3931549,-15.85938,-1.4148313,-22.016136,-6.8975754,-20.73776,-5.0048738,-6.678587,-4.435654,-9.720807,-0.9193535,-6.752379,2.277033,-8.060239,4.073415,2.4870937,3.2332408,-1.4827067,3.514702,-0.0011088451,2.594951,-0.4198954,-0.5491883,-4.5910373,-0.49434814,-1.7257222,-0.44970378,-1.897481,-1.7252051,-0.73182845,-0.35479808,-1.0108209,0.7520402,1.0798541,1.6121181,-0.82010037,-2.097302,5
-598.23846,62.16184,-1.8755786,18.416424,4.5308976,1.4555993,-7.936528,-4.929638,-15.687201,1.8442861,-5.314122,3.3523703,1.0123492,-1.1735644,-0.5853876,7.145942,-5.7722774,-0.34120727,-2.1233714,-0.4288382,-5.904854,0.5030684,-3.4358044,-3.3055685,-1.7977662,0.14078492,-3.087322,1.1211138,-3.619169,-0.9934689,-1.2743903,-1.7441986,-2.0111866,-1.9091574,-3.459085,-2.3829236,0.33537778,-1.1103793,-0.2728733,-0.3999291,6
-605.93274,58.8182,-9.656665,12.700837,0.90409666,-0.65192586,-11.341202,-9.127516,-19.318087,-1.2760957,-6.069217,-3.7322524,-2.4927404,-4.320103,-3.6661751,4.277286,-8.819176,-3.0245783,-3.4285197,-2.346117,-6.6191173,-1.0827776,-4.812482,-4.7223773,-3.3846996,-1.9553678,-5.3609123,-1.010705,-3.2029872,-3.0891728,-3.4263477,-2.048436,-1.9753683,0.30056757,-0.31246072,0.7280748,2.4379532,0.778667,-0.8742081,-0.26044756,6
-625.601,65.55898,3.5176322,22.679808,6.2793136,7.639458,-4.5672216,-2.187462,-11.725912,3.3893807,-2.8134804,3.0619526,0.29641005,0.40592209,-0.82024837,6.177881,-3.668975,0.204056,-0.20688327,3.5220857,-6.454178,0.48719496,-2.0539408,-2.682105,-3.1254096,0.18145251,-3.5327713,0.7168007,-2.417865,-1.3376117,-1.5287749,-1.0741352,-2.1552413,-2.1385398,-3.3473372,-2.1618428,-0.20830505,-1.7826943,-2.7181215,-3.0996866,6
-627.01416,64.70256,-7.5785537,19.575922,2.6739025,3.9294395,-7.771137,-6.888346,-14.062541,2.684461,-4.0529885,1.708256,-2.437407,-1.0057887,-1.222256,2.7475586,-4.636841,-1.7816,-1.5008533,2.8233993,-7.8035483,1.2298033,-3.4383922,-3.092837,-2.4435868,-1.3564813,-4.9355164,0.25494552,-3.5522485,-1.2592025,-2.1720262,-0.96519196,-3.7715259,-2.8483083,-4.094656,-1.6080948,0.0035126687,-2.7780647,-2.6523705,-3.6575558,6
-442.94025,57.54804,-17.831799,10.360508,-3.3122249,10.8291,-10.398827,-7.527311,-19.129105,2.2183795,-1.7852023,-0.012109262,-3.9786508,0.8316436,-2.5161784,11.241866,-4.225565,-2.1139219,-3.021031,-0.91807795,-5.61629,2.4662817,-1.8301437,2.0880787,0.9827494,5.083436,0.6882683,4.563392,3.210022,1.4264973,6.0474005,4.2456436,3.0495899,1.9266297,-2.2688198,1.0477121,4.2273755,3.3592875,1.0615894,0.058303054,6
-406.64548,46.384754,-21.22366,0.4054899,-1.6250346,3.2004247,-14.693036,-11.857215,-20.212576,-4.460809,-7.1079164,-6.7916374,-8.617878,-3.2259462,-4.779986,4.519289,-9.982028,-5.657921,-2.6479928,-2.485424,-6.759227,-1.2423284,0.8246151,3.7546973,4.908243,7.79505,3.265547,4.423488,3.4904459,3.9931014,7.204237,3.9394283,1.4467447,-1.1678754,-1.6539273,1.5575715,3.7352393,0.4482656,-1.8420961,-2.167949,6
-372.6998,43.640564,-19.884064,3.3961136,-10.03359,2.9238362,-14.104945,-14.4421215,-21.465553,-6.0368257,-7.030637,-4.8905134,-10.596726,-4.8261585,-8.7195635,6.977177,-10.301535,-4.0953026,-3.4220278,-2.0589874,-5.157695,0.52000815,-0.34034094,3.4309773,6.0700293,10.844371,5.57264,6.2380643,0.99101853,0.11607978,2.5830085,2.8936791,3.9375808,0.2573429,-2.1027517,1.4291619,4.604071,2.1825447,0.38483647,-1.3084606,6
-430.58386,50.10381,-20.360106,3.7222207,-5.477248,6.5952244,-18.010283,-11.179055,-21.221722,-5.63772,-1.3455939,-4.011667,-10.567172,-3.1343663,-6.651823,6.419435,-10.665934,-4.537688,-2.6063786,-2.7767189,-7.393551,-0.30350187,-0.9158729,2.307079,2.4218595,7.62116,4.0012674,7.1014037,5.199838,3.5752227,4.593539,2.7149372,1.8816073,1.4870336,-0.59812,4.0281405,2.0238845,0.5625363,-1.1260506,0.1972619,6
-650.59467,68.15599,-7.39908,15.233757,-0.16758408,4.4384108,-11.004124,-3.6788359,-17.218252,-1.3056768,-3.6858623,-4.528991,-4.1774526,-4.8992248,-2.8800442,-1.0176014,-7.7510395,-1.757134,-4.9821296,-0.8440204,-6.168563,1.4689838,-5.9631104,-2.710945,-1.9327887,-1.8552369,-3.1247208,-0.73033214,-2.3012798,0.004905472,-0.98148024,-0.11081202,-1.1001562,-1.0624896,-1.2980837,-1.4577134,-0.7813726,-0.4892559,-2.371828,-2.1176202,7
-629.8524,57.57468,-4.4510856,9.384988,-1.1088973,3.991434,-13.710261,-2.6979365,-17.19508,-1.2222203,-4.004025,-3.151833,-6.268469,-1.62976,-4.1868796,-0.27859902,-7.1616955,-0.81400394,-2.9102604,1.2363882,-5.5859804,1.608859,-6.437458,-1.4422703,-2.3121877,-1.3655063,-4.3486037,0.07807857,-1.5186381,0.78881764,-1.4757074,-0.06181489,-1.3713856,-1.6606718,-0.48536235,0.83966833,0.72193265,0.57389957,-0.7561477,-1.967759,7
-670.67926,75.792076,-2.5264413,17.037525,-2.533797,7.656583,-8.898506,-8.218662,-12.170141,1.4847579,-5.8140817,0.04462037,-3.8219695,-3.715456,-4.9361653,2.1198554,-7.191657,-0.61486953,-2.4480968,-2.200454,-9.416325,1.077315,-3.6096864,-3.1839528,-4.292019,-1.819023,-3.836697,-1.6322964,-1.880738,-1.7495651,-3.5589159,-2.3767407,-3.632793,-2.4740946,-3.6357758,-1.99415,-1.0960115,-3.1255512,-4.7330756,-3.0851288,7
-672.09094,58.814434,-4.887838,14.480989,-4.0032034,7.3614125,-9.000491,-6.632686,-10.746241,1.7177101,-2.8319376,-1.230808,-3.0298233,-4.015104,-3.4096959,1.9821056,-7.645118,-1.0453538,-2.627833,-0.77812195,-6.6867285,-1.0126421,-3.9422057,-3.0959678,-4.397237,-1.1110697,-4.2696867,-0.7400578,-1.6731344,-2.0557866,-2.789474,-2.1089811,-3.130976,-2.336278,-3.8600676,-2.6773233,-1.3618861,-1.2239407,-2.6074564,-2.2569153,7
-493.04807,48.49845,-11.452818,-1.2449728,-13.7778635,2.2940433,-15.667933,-13.455071,-17.643854,-3.372549,-6.8767705,-1.2736846,-9.882495,-3.5606525,-8.316361,-3.323323,-7.7160187,-0.49541876,-6.633835,-3.2615714,-8.953428,-1.1832349,-3.0687132,1.6879814,0.6962976,0.5433446,-0.08210094,3.4431028,1.6279922,2.2122502,1.8753439,3.0154958,1.2013613,1.8524239,2.2600641,1.0730835,1.2129692,0.2558812,-1.0002373,-1.4551713,7
-494.29724,39.52389,-13.347566,6.1445756,-12.815784,-2.3193166,-22.229927,-12.157745,-13.125927,-2.5199084,-7.6376677,-2.9872875,-9.570993,-6.18392,-4.763839,0.9752321,-10.111828,0.46993062,-7.4842496,-4.1479616,-5.924662,-2.4302104,-1.576924,-0.708813,-2.1167479,0.5553062,-3.1450405,-0.9714664,-2.448532,1.2395294,0.9797241,2.108103,1.2959685,0.22024032,0.6976887,1.8901854,1.3708875,-0.956826,-2.6038465,-2.3676715,7
-524.29724,48.38231,4.472602,4.3291674,-12.021515,5.1630626,-16.632252,-11.56699,-9.677848,-4.706809,-12.584231,0.5674094,-10.95952,-7.9688106,-7.8295856,-2.257408,-14.75376,-2.9499772,-7.093996,-3.8545868,-9.46883,-2.7887218,-7.7823243,-3.2213688,-4.924651,1.0075244,-4.422357,3.8065164,0.023078743,2.291405,0.36215082,0.2599294,-2.4696336,0.49044114,-0.025753766,1.659166,1.2216915,1.1356004,0.87724924,0.41542676,7
-503.56573,45.85901,-4.6009192,3.1374,-7.516565,1.5530224,-16.75101,-12.244606,-11.389907,-2.6982844,-9.147116,-3.5979493,-9.400013,-4.40891,-7.1045814,0.7570037,-9.108621,-1.6621015,-4.971158,-2.541177,-6.6996603,-2.592355,-4.275331,-3.373128,-4.716669,-1.5054919,-4.1216145,-0.46317512,-0.19432296,1.5040429,1.1201805,0.95701396,-0.19616166,-0.43695146,0.44231644,2.3615034,1.014678,-0.43574896,-0.31822,-1.1804312,7
-662.8701,56.391773,-3.822147,11.562188,1.2540611,0.6420055,-9.090012,-3.6842847,-12.521048,-3.2502546,-2.738848,-3.0119948,-2.9388855,-2.9727156,-6.340343,1.6606613,-9.712197,-2.615785,-3.719278,-2.1780725,-6.3028436,-2.4324338,-4.939946,-5.4099126,-2.4296381,-1.7624234,-5.5517306,-0.6067756,-3.7149584,-2.2386227,-2.9439445,-4.0182977,-0.4715205,-2.2594817,-1.72903,-0.27491045,0.9346872,-0.44304907,-1.3901473,-2.1892722,8
